Planet Name,Kepler ID,Planet temp,Planet Radius,Transit duration,Period,a/R,Time of transit,r/R,Age,Stellar Mass,Stellar Radius,Stellar Teff,Logg,KEP Mag,g Mag,r Mag,i Mag,z Mag,KOI Vet Date
Kepler-328 b,4939346,600,3.267,10.339,34.919,9.56,157.628,0.028,,,1.064,6167,4.444,15.674,16.143,15.594,15.473,15.426,2014-06-10 00:00:00
Kepler-328 c,4939346,455,5.4,11.617,71.31,23.2,132.404,0.051,0.3,1.07,0.97,6134,4.49,15.674,16.143,15.594,15.473,15.426,2014-06-10 00:00:00
Kepler-329 b,8978528,578,1.62,2.528,7.416,8.6,135.852,0.026,13.8,0.602,0.571,4354,4.7,15.434,16.57,15.357,14.947,14.651,2013-12-19 00:00:00
Kepler-329 c,8978528,426,2.47,4.53,18.685,15.8,136.149,0.04,13.8,0.602,0.571,4354,4.7,15.434,16.57,15.357,14.947,14.651,2013-12-19 00:00:00
Kepler-33 b,9458613,1347,1.79,4.844,5.668,6.19,131.892,0.009,4.24,1.295,1.82,5904,4.03,13.988,14.392,13.943,13.815,13.741,2013-12-19 00:00:00
Kepler-33 c,9458613,1018,3.28,6.746,13.176,10.86,143.675,0.016,4.24,1.295,1.82,5904,4.03,13.988,14.392,13.943,13.815,13.741,2013-12-19 00:00:00
Kepler-33 d,9458613,862,5.5,8.098,21.776,15.19,189.637,0.028,4.24,1.295,1.82,5904,4.03,13.988,14.392,13.943,13.815,13.741,2013-12-19 00:00:00
Kepler-33 e,9458613,759,4.1,8.97,31.785,19.54,135.869,0.021,4.24,1.295,1.82,5904,4.03,13.988,14.392,13.943,13.815,13.741,2013-12-19 00:00:00
Kepler-33 f,9458613,697,4.69,9.987,41.028,23.17,172.582,0.024,4.24,1.295,1.82,5904,4.03,13.988,14.392,13.943,13.815,13.741,2013-12-19 00:00:00
Kepler-330 b,8680979,688,1.26,2.609,8.26,20.5,137.474,0.017,0.7,0.792,0.69,5093,4.65,15.261,15.97,15.199,14.957,14.829,2013-12-19 00:00:00
Kepler-330 c,8680979,552,1.85,3.936,15.955,31.7,143.304,0.024,0.7,0.792,0.69,5093,4.65,15.261,15.97,15.199,14.957,14.829,2013-12-19 00:00:00
Kepler-331 b,4263293,570,2.1,2.325,8.458,28.7,133.869,0.033,1.2,0.653,0.579,4496,4.73,15.862,16.894,15.8,15.42,15.205,2013-12-19 00:00:00
Kepler-331 c,4263293,447,2.31,2.784,17.281,46.2,136.005,0.037,1.2,0.653,0.579,4496,4.73,15.862,16.894,15.8,15.42,15.205,2013-12-19 00:00:00
Kepler-331 d,4263293,364,2.19,2.713,32.135,69.9,142.264,0.035,1.2,0.653,0.579,4496,4.73,15.862,16.894,15.8,15.42,15.205,2013-12-19 00:00:00
Kepler-332 b,10328393,737,1.4,2.341,7.626,18.5,136.014,0.017,13.6,0.746,0.75,5070,4.56,14.017,14.729,13.943,13.713,13.58,2013-12-19 00:00:00
Kepler-332 c,10328393,619,1.31,3.293,15.996,36,144.243,0.014,,,0.861,5141,4.472,14.017,14.729,13.943,13.713,13.58,2013-12-19 00:00:00
Kepler-332 d,10328393,481,1.37,4.832,34.211,55,154.585,0.015,,,0.861,5141,4.472,14.017,14.729,13.943,13.713,13.58,2013-12-19 00:00:00
Kepler-333 b,5706966,486,1.44,3.163,12.551,19.8,137.265,0.023,14,0.601,0.571,4347,4.7,14.731,15.86,14.671,14.247,14.005,2013-12-19 00:00:00
Kepler-333 c,5706966,390,1.16,4.03,24.088,31,134.425,0.019,14,0.601,0.571,4347,4.7,14.731,15.86,14.671,14.247,14.005,2013-12-19 00:00:00
Kepler-334 b,10130039,1081,1.11,3.175,5.47,10,131.491,0.01,1.6,1.06,1,6095,4.46,12.776,13.157,12.713,12.612,12.582,2013-12-19 00:00:00
Kepler-334 c,10130039,815,1.48,4.081,12.758,17.6,133.956,0.014,1.6,1.06,1,6095,4.46,12.776,13.157,12.713,12.612,12.582,2013-12-19 00:00:00
Kepler-334 d,10130039,651,1.6,3.024,25.099,27.7,145.567,0.014,1.6,1.06,1,6095,4.46,12.776,13.157,12.713,12.612,12.582,2013-12-19 00:00:00
Kepler-335 b,9101496,971,1.59,3.941,6.562,10.6,132.607,0.016,0.3,1.035,0.93,5990,4.51,13.996,14.433,13.934,13.809,13.752,2014-06-10 00:00:00
Kepler-335 c,9101496,447,1.549,12.058,67.845,33.2,149.488,0.015,,,0.932,6003,4.507,13.996,14.433,13.934,13.809,13.752,2014-06-10 00:00:00
Kepler-336 b,6037581,1464,0.92,2.998,2.025,2.62,132.352,0.009,0.3,1.057,0.96,6064,4.5,13.598,14.012,13.549,13.42,13.356,2013-12-19 00:00:00
Kepler-336 c,6037581,873,1.89,4.698,9.6,7.39,136.581,0.018,0.3,1.057,0.96,6064,4.5,13.598,14.012,13.549,13.42,13.356,2013-12-19 00:00:00
Kepler-336 d,6037581,676,2.16,5.12,20.679,12.32,151.692,0.021,0.3,1.057,0.96,6064,4.5,13.598,14.012,13.549,13.42,13.356,2013-12-19 00:00:00
Kepler-337 b,10136549,1497,1.43,4.941,3.293,3.21,133.009,0.009,8.2,1.021,1.46,5900,4.12,12.727,13.185,12.672,12.53,12.469,2013-12-19 00:00:00
Kepler-337 c,10136549,1046,2,5.694,9.693,6.6,132.815,0.013,8.2,1.021,1.46,5900,4.12,12.727,13.185,12.672,12.53,12.469,2013-12-19 00:00:00
Kepler-338 b,5511081,938,2.21,7.417,13.727,11.49,138.748,0.013,6.5,1.101,1.51,5897,4.12,12.119,12.497,12.073,11.957,11.94,2013-12-19 00:00:00
Kepler-338 c,5511081,775,2.14,8.829,24.311,16.82,137.044,0.013,6.5,1.101,1.51,5897,4.12,12.119,12.497,12.073,11.957,11.94,2013-12-19 00:00:00
Kepler-338 d,5511081,634,2.46,10.338,44.431,25.1,143.534,0.015,6.5,1.101,1.51,5897,4.12,12.119,12.497,12.073,11.957,11.94,2013-12-19 00:00:00
Kepler-338 e,5511081,1065,1.36,5.926,9.341,8.89,132.393,0.008,6.5,1.101,1.51,5897,4.12,12.119,12.497,12.073,11.957,11.94,2013-12-19 00:00:00
Kepler-339 b,10978763,956,1.58,2.611,4.978,8.9,134.667,0.017,0.4,0.934,0.83,5639,4.57,14.531,15.054,14.469,14.307,14.205,2013-12-19 00:00:00
Kepler-339 c,10978763,855,1.23,3.296,6.988,11.1,132.553,0.014,0.4,0.934,0.83,5639,4.57,14.531,15.054,14.469,14.307,14.205,2013-12-19 00:00:00
Kepler-339 d,10978763,746,1.37,3.444,10.558,14.6,136.358,0.015,0.4,0.934,0.83,5639,4.57,14.531,15.054,14.469,14.307,14.205,2013-12-19 00:00:00
Kepler-34 b,8572936,,,,,,,,,,,,,,,,,,
Kepler-340 b,5202905,1673,4.426,5.926,14.845,14,143.582,0.013,,,3.177,8241,3.745,12.345,12.404,12.325,12.366,12.398,2013-12-19 00:00:00
Kepler-340 c,5202905,1361,5.2,6.884,22.825,24,144.464,0.017,0.8,2.09,2.83,8229,3.86,12.345,12.404,12.325,12.366,12.398,2013-12-19 00:00:00
Kepler-341 b,7747425,1095,1.25,3.794,5.196,6.39,132.728,0.011,3.6,1.012,1.01,6000,4.43,14.601,15.073,14.55,14.398,14.332,2013-12-19 00:00:00
Kepler-341 c,7747425,946,1.87,4.388,8.01,8.53,135.317,0.017,3.6,1.012,1.01,6000,4.43,14.601,15.073,14.55,14.398,14.332,2013-12-19 00:00:00
Kepler-341 d,7747425,627,2.06,6.236,27.665,19.5,143.876,0.019,3.6,1.012,1.01,6000,4.43,14.601,15.073,14.55,14.398,14.332,2013-12-19 00:00:00
Kepler-341 e,7747425,544,2.01,6.444,42.47,25.9,146.305,0.018,3.6,1.012,1.01,6000,4.43,14.601,15.073,14.55,14.398,14.332,2013-12-19 00:00:00
Kepler-342 b,9892816,849,2.06,4.218,15.17,11.85,132.667,0.017,0.24,1.19,1.12,6464,4.41,13.147,13.431,13.089,13.025,13.033,2013-12-19 00:00:00
Kepler-342 c,9892816,723,1.757,2.654,26.235,55,141.98,0.014,,,1.178,6475,4.375,13.147,13.431,13.089,13.025,13.033,2013-12-19 00:00:00
Kepler-342 d,9892816,616,2.08,8.189,39.46,22.4,136.455,0.017,0.24,1.19,1.12,6464,4.41,13.147,13.431,13.089,13.025,13.033,2013-12-19 00:00:00
Kepler-343 b,6949061,947,1.65,4.339,8.969,15.8,139.391,0.014,2.9,1.05,1.06,6111,4.41,14.128,14.583,14.068,13.975,13.875,2013-12-19 00:00:00
Kepler-343 c,6949061,689,1.53,2.417,23.222,72,151.069,0.013,,,1.047,6122,4.41,14.128,14.583,14.068,13.975,13.875,2013-12-19 00:00:00
Kepler-344 b,9650808,641,3,2.8,21.964,37,133.037,0.028,6.6,0.93,0.96,5752,4.44,15.378,15.928,15.317,15.141,15.021,2014-06-10 00:00:00
Kepler-344 c,9650808,359,3.1,7.355,125.596,118,215.443,0.029,6.6,0.93,0.96,5752,4.44,15.378,15.928,15.317,15.141,15.021,2014-06-10 00:00:00
Kepler-345 b,9412760,589,0.69,1.591,7.415,35,137.824,0.011,13.9,0.61,0.58,4401,4.7,14.028,15.107,13.988,13.566,13.359,2013-12-19 00:00:00
Kepler-345 c,9412760,543,1.24,1.485,9.388,41,137.38,0.02,13.9,0.61,0.58,4401,4.7,14.028,15.107,13.988,13.566,13.359,2013-12-19 00:00:00
Kepler-346 b,9518318,987,3.1,1.816,6.511,12.1,131.705,0.03,1.7,1.02,0.96,5996,4.48,15.214,15.676,15.114,15.016,14.888,2013-12-19 00:00:00
Kepler-346 c,9518318,642,3.5,2.64,23.851,29,147.617,0.034,1.7,1.02,0.96,5996,4.48,15.214,15.676,15.114,15.016,14.888,2013-12-19 00:00:00
Kepler-347 b,11450414,794,1.69,6.105,12.798,16.3,133.646,0.016,0.3,1.06,0.96,6064,4.5,14.513,14.944,14.454,14.329,14.292,2013-12-19 00:00:00
Kepler-347 c,11450414,630,1.69,3.559,27.321,51,154.305,0.015,,,0.998,6092,4.471,14.513,14.944,14.454,14.329,14.292,2013-12-19 00:00:00
Kepler-348 b,5384079,1060,1.49,2.044,7.057,9.2,132.535,0.013,0.29,1.158,1.08,6361,4.43,12.556,12.875,12.5,12.419,12.447,2013-12-19 00:00:00
Kepler-348 c,5384079,824,1.069,5.154,17.265,22.7,135.353,0.008,,,1.186,6395,4.369,12.556,12.875,12.5,12.419,12.447,2013-12-19 00:00:00
Kepler-349 b,8564674,989,1.88,2.489,5.93,14.6,135.492,0.019,0.4,1.017,0.91,5934,4.52,14.746,15.201,14.676,14.551,14.461,2013-12-19 00:00:00
Kepler-349 c,8564674,772,2.09,3.307,12.248,23.6,138.217,0.021,0.4,1.017,0.91,5934,4.52,14.746,15.201,14.676,14.551,14.461,2013-12-19 00:00:00
Kepler-35 b,9837578,,,,,,,,,,,,,,,,,,
Kepler-350 b,4636578,993,1.64,5.12,11.19,9.4,140.63,0.011,4,1.13,1.33,6234,4.24,13.781,14.185,13.734,13.608,13.57,2013-12-19 00:00:00
Kepler-350 c,4636578,850,3.1,5.96,17.849,12.9,148.388,0.021,4,1.13,1.33,6234,4.24,13.781,14.185,13.734,13.608,13.57,2013-12-19 00:00:00
Kepler-350 d,4636578,747,2.8,6.91,26.136,16.6,131.622,0.019,4,1.13,1.33,6234,4.24,13.781,14.185,13.734,13.608,13.57,2013-12-19 00:00:00
Kepler-351 b,7102316,498,2.8,4.996,37.053,50,200.222,0.03,2.9,0.916,0.85,5629,4.54,15.99,16.575,15.936,15.739,15.632,2014-06-10 00:00:00
Kepler-351 c,7102316,431,3.3,6.122,57.247,66,184.697,0.035,2.9,0.916,0.85,5629,4.54,15.99,16.575,15.936,15.739,15.632,2014-06-10 00:00:00
Kepler-352 b,9489524,669,0.84,2.686,10.055,29,173.225,0.011,0.6,0.827,0.725,5227,4.63,12.957,13.57,12.898,12.694,12.613,2013-12-19 00:00:00
Kepler-352 c,9489524,572,1.33,2.182,16.333,40,136.905,0.017,0.6,0.827,0.725,5227,4.63,12.957,13.57,12.898,12.694,12.613,2013-12-19 00:00:00
Kepler-353 b,6382217,575,0.98,1.973,5.795,19.7,136.776,0.017,13.9,0.553,0.528,4090,4.74,15.773,17.132,15.774,15.191,14.803,2013-12-19 00:00:00
Kepler-353 c,6382217,510,1.51,2.258,8.411,25,133.802,0.026,13.9,0.553,0.528,4090,4.74,15.773,17.132,15.774,15.191,14.803,2013-12-19 00:00:00
Kepler-354 b,6026438,699,1.55,2.48,5.477,16.8,135.705,0.023,13.8,0.652,0.625,4612,4.66,15.549,16.513,15.494,15.135,14.971,2013-12-19 00:00:00
Kepler-354 c,6026438,508.4,1.53,3.51,16.935,22,137.261,0.02,,,0.706,4650,4.589,15.549,16.513,15.494,15.135,14.971,2013-12-19 00:00:00
Kepler-354 d,6026438,427,1.46,3.28,24.212,45,141.448,0.021,13.8,0.652,0.625,4612,4.66,15.549,16.513,15.494,15.135,14.971,2013-12-19 00:00:00
Kepler-355 b,7265298,841,1.59,5.15,11.032,9.13,362.344,0.014,,1.09,1.03,5929,4.45,15.087,15.518,15.033,14.902,14.858,2013-12-19 00:00:00
Kepler-355 c,7265298,634,2.82,7.395,25.763,16.1,147.687,0.025,,1.09,1.03,5929,4.45,15.087,15.518,15.033,14.902,14.858,2013-12-19 00:00:00
Kepler-356 b,2307415,1280,1.45,2.953,4.613,11.2,132.775,0.011,2.54,1.13,1.19,6310,4.34,12.992,13.349,12.949,12.839,12.805,2013-12-19 00:00:00
Kepler-356 c,2307415,901,1.71,3.636,13.122,22.6,133.394,0.013,2.54,1.13,1.19,6310,4.34,12.992,13.349,12.949,12.839,12.805,2013-12-19 00:00:00
Kepler-357 b,8164257,755,1.7,2.618,6.475,17.1,137.582,0.021,13.8,0.727,0.72,4978,4.58,15.565,16.359,15.502,15.225,15.096,2013-12-19 00:00:00
Kepler-357 c,8164257,547,2.4,2.083,16.858,32.4,142.346,0.03,13.8,0.727,0.72,4978,4.58,15.565,16.359,15.502,15.225,15.096,2013-12-19 00:00:00
Kepler-357 d,8164257,383,2.2,5.86,49.501,66,139.038,0.028,13.8,0.727,0.72,4978,4.58,15.565,16.359,15.502,15.225,15.096,2013-12-19 00:00:00
Kepler-358 b,10864531,539,2.8,2.647,34.061,59,141.359,0.029,0.4,0.998,0.89,5870,4.54,15.375,15.893,15.319,15.153,15.102,2014-06-10 00:00:00
Kepler-358 c,10864531,400,2.7,6.107,83.487,107.3,188.542,0.028,0.4,0.998,0.89,5870,4.54,15.375,15.893,15.319,15.153,15.102,2014-06-10 00:00:00
Kepler-359 b,6696580,572,2.8,4.399,25.563,36,375.286,0.031,,1.06,0.81,5999,4.65,15.886,16.351,15.838,15.687,15.621,2014-06-10 00:00:00
Kepler-359 c,6696580,435,3.6,4.628,57.687,62,139.948,0.041,,1.06,0.81,5999,4.65,15.886,16.351,15.838,15.687,15.621,2014-06-10 00:00:00
Kepler-359 d,6696580,460,3.66,2.792,77.088,161,202.733,0.032,,,1.033,6210,4.45,15.886,16.351,15.838,15.687,15.621,2014-06-10 00:00:00
Kepler-36 b,11401755,981,1.21,6.137,13.849,10.111,141.682,0.007,6.4,1.091,1.61,5973,4.06,11.866,12.629,11.95,,,2013-12-19 00:00:00
Kepler-36 c,11401755,930,3.44,8.71,16.231,11.24,171.698,0.02,6.4,1.091,1.61,5973,4.06,11.866,12.629,11.95,,,2013-12-19 00:00:00
Kepler-360 b,8612275,1287,1.74,2.529,3.29,7.7,131.759,0.015,3.4,1.025,1.03,6037,4.42,14.866,15.313,14.783,14.674,14.535,2013-12-19 00:00:00
Kepler-360 c,8612275,999,2.5,1.611,7.186,12.9,136.621,0.023,3.4,1.025,1.03,6037,4.42,14.866,15.313,14.783,14.674,14.535,2013-12-19 00:00:00
Kepler-361 b,9904006,1048,1.438,5.384,8.487,6.55,138.018,0.011,,,1.175,6327,4.327,13.573,13.94,13.513,13.416,13.348,2014-06-10 00:00:00
Kepler-361 c,9904006,568,2.55,9.381,55.188,30,180.75,0.019,2.95,1.14,1.23,6321,4.31,13.573,13.94,13.513,13.416,13.348,2014-06-10 00:00:00
Kepler-362 b,10404582,803,1.13,1.81,10.327,37,139.381,0.012,,,0.891,,,14.5,14.973,14.464,14.298,14.219,2013-07-31 00:00:00
Kepler-362 c,10404582,521,1.75,4.763,37.866,61,134.359,0.018,0.4,0.996,0.89,5873,4.54,14.5,14.973,14.464,14.298,14.219,2013-12-19 00:00:00
Kepler-363 b,6021193,1577,1.61,3.389,3.615,5.09,134.7,0.008,7.7,1.07,1.91,5604,3.9,13.353,13.917,13.284,13.112,13.058,2013-12-19 00:00:00
Kepler-363 c,6021193,1232,2.36,4.865,7.542,8.3,132.956,0.011,7.7,1.07,1.91,5604,3.9,13.353,13.917,13.284,13.112,13.058,2013-12-19 00:00:00
Kepler-363 d,6021193,1055,2.62,6.27,11.932,11.3,142.102,0.013,7.7,1.07,1.91,5604,3.9,13.353,13.917,13.284,13.112,13.058,2013-12-19 00:00:00
Kepler-364 b,10253547,726,1.3,6.913,25.746,25.8,135.938,0.01,0.63,1.2,1.17,6506,4.39,13.66,13.952,13.593,13.536,13.522,2014-06-10 00:00:00
Kepler-364 c,10253547,548,2.2,6.797,59.98,45,176.152,0.017,0.63,1.2,1.17,6506,4.39,13.66,13.952,13.593,13.536,13.522,2014-06-10 00:00:00
Kepler-365 b,11358389,862,1.95,3.086,10.665,16,132.013,0.018,4,1.005,1.01,5980,4.43,14.651,15.141,14.609,14.44,14.409,2014-06-10 00:00:00
Kepler-365 c,11358389,732,1.58,4.145,17.784,29,146.926,0.014,,,1.03,6011,4.429,14.651,15.141,14.609,14.44,14.409,2014-06-10 00:00:00
Kepler-366 b,11308499,1292,1.37,3.05,3.282,7.6,132.427,0.012,0.3,1.1,1.01,6188,4.47,14.842,15.263,14.774,14.662,14.569,2013-12-19 00:00:00
Kepler-366 c,11308499,830,1.7,4.756,12.516,18.6,135.025,0.015,0.3,1.1,1.01,6188,4.47,14.842,15.263,14.774,14.662,14.569,2013-12-19 00:00:00
Kepler-367 b,11774991,384,1.1,4.653,37.815,45,141.105,0.015,13.8,0.677,0.654,4739,4.64,12.879,13.712,12.797,12.522,12.378,2014-06-10 00:00:00
Kepler-367 c,11774991,342,1.08,5.213,53.578,57,171.186,0.015,13.8,0.677,0.654,4739,4.64,12.879,13.712,12.797,12.522,12.378,2014-06-10 00:00:00
Kepler-368 b,9022166,513,1.35,9.963,26.847,19.1,142.175,0.015,,0.97,0.84,5293,4.58,12.848,13.366,12.794,12.626,12.539,2014-06-10 00:00:00
Kepler-368 c,9022166,376,1.521,8.047,72.382,50.9,179.505,0.019,,,0.747,5501,4.577,12.848,13.366,12.794,12.626,12.539,2014-06-10 00:00:00
Kepler-369 b,10670119,737,1.6,1.006,2.733,14.8,354.094,0.025,,0.47,0.6,3737,4.55,15.673,17.265,15.875,14.991,14.538,2013-12-19 00:00:00
Kepler-369 c,10670119,421,1.8,2.429,14.872,46,137.688,0.027,,0.47,0.6,3737,4.55,15.673,17.265,15.875,14.991,14.538,2013-12-19 00:00:00
Kepler-37 b,8478994,629,0.31,2.914,13.367,23,184.044,0.004,10,0.753,0.728,5288,4.59,9.705,10.418,9.779,,,2013-10-25 00:00:00
Kepler-37 c,8478994,538,0.75,3.796,21.302,31.4,191.837,0.009,10,0.753,0.728,5288,4.59,9.705,10.418,9.779,,,2013-12-19 00:00:00
Kepler-37 d,8478994,436,1.94,4.572,39.792,47.7,175.249,0.024,10,0.753,0.728,5288,4.59,9.705,10.418,9.779,,,2013-12-19 00:00:00
Kepler-37 e,8478994,401,0.37,8.994,51.207,43.4,195.73,0.005,10,0.753,0.728,5288,4.59,9.705,10.418,9.779,,,2013-10-25 00:00:00
Kepler-370 b,5706595,1040,1.27,3.565,4.579,10,135.101,0.013,0.4,0.988,0.88,5836,4.54,15.198,15.712,15.143,14.978,14.888,2014-06-10 00:00:00
Kepler-370 c,5706595,648,1.88,3.896,19.023,25.7,139.648,0.02,0.4,0.988,0.88,5836,4.54,15.198,15.712,15.143,14.978,14.888,2014-06-10 00:00:00
Kepler-371 b,3548044,563,1.84,4.134,34.764,43,161.732,0.018,0.3,1.049,0.95,6037,4.51,13.865,14.294,13.805,13.681,13.606,2014-06-10 00:00:00
Kepler-371 c,3548044,448,1.812,8.108,67.969,45.4,163.556,0.018,,,0.922,6038,4.508,13.865,14.294,13.805,13.681,13.606,2014-06-10 00:00:00
Kepler-372 b,11401767,1133,1.624,4.594,6.85,5.24,134.666,0.013,,,1.159,6517,4.382,14.881,15.215,14.829,14.738,14.715,2013-12-19 00:00:00
Kepler-372 c,11401767,834,2.5,6.365,20.054,17.7,136.574,0.018,2.349,1.202,1.303,6502,4.29,14.881,15.215,14.829,14.738,14.715,2013-12-19 00:00:00
Kepler-372 d,11401767,692,1.77,7.51,30.093,31,149.03,0.014,,,1.159,6517,4.382,14.881,15.215,14.829,14.738,14.715,2013-12-19 00:00:00
Kepler-373 b,12058204,968,1.47,2.806,5.535,12.2,132.763,0.015,0.5,0.978,0.87,5803,4.55,14.514,15.006,14.457,14.303,14.227,2013-12-19 00:00:00
Kepler-373 c,12058204,671,1.43,2.787,16.726,26,143.748,0.015,0.5,0.978,0.87,5803,4.55,14.514,15.006,14.457,14.303,14.227,2013-12-19 00:00:00
Kepler-374 b,6871071,1508,1.16,2.732,1.898,4.7,132.678,0.011,1.5,1.03,0.97,6022,4.48,14.686,15.167,14.65,14.48,14.389,2013-12-19 00:00:00
Kepler-374 c,6871071,1245,1.19,3.334,3.283,6.8,131.902,0.011,1.5,1.03,0.97,6022,4.48,14.686,15.167,14.65,14.48,14.389,2013-12-19 00:00:00
Kepler-374 d,6871071,1085,1.38,3.52,5.028,9,134.104,0.013,1.5,1.03,0.97,6022,4.48,14.686,15.167,14.65,14.48,14.389,2013-12-19 00:00:00
Kepler-375 b,10723367,750,1.8,2.423,12.127,30,142.099,0.019,0.4,0.985,0.88,5826,4.54,15.699,16.194,15.65,15.486,15.422,2013-12-19 00:00:00
Kepler-375 c,10723367,637,2.3,3.14,19.988,42,135.501,0.024,0.4,0.985,0.88,5826,4.54,15.699,16.194,15.65,15.486,15.422,2013-12-19 00:00:00
Kepler-376 b,3342794,1237,1.11,3.934,4.92,9.3,135.395,0.009,1.91,1.14,1.16,6337,4.37,13.776,14.139,13.703,13.62,13.514,2013-12-19 00:00:00
Kepler-376 c,3342794,868,2.03,2.884,14.173,18.8,142.591,0.016,1.91,1.14,1.16,6337,4.37,13.776,14.139,13.703,13.62,13.514,2013-12-19 00:00:00
Kepler-377 b,3661886,835,1.16,4.136,12.509,20.3,137.005,0.01,0.3,1.104,1.01,6207,4.47,13.86,14.262,13.822,13.688,13.62,2013-12-19 00:00:00
Kepler-377 c,3661886,647,1.7,5.912,27.016,34,132.5,0.015,0.3,1.104,1.01,6207,4.47,13.86,14.262,13.822,13.688,13.62,2013-12-19 00:00:00
Kepler-378 b,9718066,501,0.7,1.91,16.092,53,142.516,0.011,13.9,0.666,0.6,4680,4.65,12.485,13.383,12.398,12.1,11.93,2013-12-19 00:00:00
Kepler-378 c,9718066,668,2.1,2.926,28.906,33.9,158.825,0.011,,,1.818,4799,3.906,12.485,13.383,12.398,12.1,11.93,2013-12-19 00:00:00
Kepler-379 b,3867615,765,1.45,5.303,20.098,29,147.283,0.012,,,1.139,6273,4.364,13.358,13.743,13.31,13.193,13.158,2014-06-10 00:00:00
Kepler-379 c,3867615,517,2.22,4.832,62.785,58,157.303,0.018,2.24,1.11,1.12,6255,4.38,13.358,13.743,13.31,13.193,13.158,2014-06-10 00:00:00
Kepler-38 b,6762829,,,,,,,,,,,,,,,,,,
Kepler-380 b,11121752,1399,1.36,2.922,3.931,8.5,135.194,0.009,4.43,1.11,1.34,6190,4.23,13.652,14.047,13.614,13.483,13.464,2013-12-19 00:00:00
Kepler-380 c,11121752,1124,1.62,2.867,7.63,13.2,137.077,0.011,4.43,1.11,1.34,6190,4.23,13.652,14.047,13.614,13.483,13.464,2013-12-19 00:00:00
Kepler-381 b,8013439,1296,0.82,4.072,5.629,10,134.748,0.006,,1.378,1.352,6638,4.315,10.421,11.052,10.479,,,2013-12-19 00:00:00
Kepler-381 c,8013439,971,1.15,3.437,13.391,17.7,133.058,0.008,,1.378,1.352,6638,4.315,10.421,11.052,10.479,,,2013-12-19 00:00:00
Kepler-382 b,9364290,1038,1.35,3.217,5.262,11.1,136.365,0.012,11.3,0.874,1,5624,4.38,14.623,15.212,14.601,14.371,14.267,2013-12-19 00:00:00
Kepler-382 c,9364290,787,2.25,1.927,12.163,19.4,137.53,0.021,11.3,0.874,1,5624,4.38,14.623,15.212,14.601,14.371,14.267,2013-12-19 00:00:00
Kepler-383 b,3234598,543,1.32,3.017,12.905,25,144.31,0.019,13.9,0.669,0.645,4701,4.64,15.07,15.97,15.009,14.684,14.459,2013-12-19 00:00:00
Kepler-383 c,3234598,404,1.26,3.704,31.2,44,140.083,0.018,13.9,0.669,0.645,4701,4.64,15.07,15.97,15.009,14.684,14.459,2013-12-19 00:00:00
Kepler-384 b,8611832,629,1.18,6.343,22.598,27,140.401,0.012,1.5,0.994,0.92,5889,4.51,13.584,14.036,13.54,13.39,13.324,2013-12-19 00:00:00
Kepler-384 c,8611832,499,1.33,4.611,45.347,42,142.26,0.013,1.5,0.994,0.92,5889,4.51,13.584,14.036,13.54,13.39,13.324,2013-12-19 00:00:00
Kepler-385 b,11968463,895,2.29,5.136,10.043,15.2,353.627,0.02,,1.1,1.04,6084,4.44,15.212,15.611,15.145,15.041,14.952,2014-06-10 00:00:00
Kepler-385 c,11968463,779,2.07,5.655,15.163,20,144.443,0.018,,1.1,1.04,6084,4.44,15.212,15.611,15.145,15.041,14.952,2014-06-10 00:00:00
Kepler-386 b,11080405,638.1,1.46,3.89,12.31,14.2,141.868,0.018,,,0.746,5177,4.578,15.629,16.336,15.588,15.327,15.198,2013-12-19 00:00:00
Kepler-386 c,11080405,508,1.89,4.515,25.194,25,146.412,0.023,9.9,0.781,0.77,5184,4.56,15.629,16.336,15.588,15.327,15.198,2013-12-19 00:00:00
Kepler-387 b,9209624,1076,1.2,2.997,6.792,15.4,136.488,0.01,1.01,1.13,1.09,6314,4.42,13.987,14.355,13.945,13.83,13.805,2013-12-19 00:00:00
Kepler-387 c,9209624,893,1.02,3.508,11.837,22.3,142.224,0.009,1.01,1.13,1.09,6314,4.42,13.987,14.355,13.945,13.83,13.805,2013-12-19 00:00:00
Kepler-388 b,8544992,820,0.95,1.92,3.173,8.9,133.685,0.014,13.9,0.635,0.606,4530,4.68,14.993,15.989,14.934,14.566,14.365,2013-12-19 00:00:00
Kepler-388 c,8544992,507,1.06,3.055,13.297,23,140.943,0.016,13.9,0.635,0.606,4530,4.68,14.993,15.989,14.934,14.566,14.365,2013-12-19 00:00:00
Kepler-389 b,8753896,1022,1.92,2.123,3.244,5.9,132.934,0.021,,0.95,0.84,5174,4.57,15.77,16.437,15.718,15.484,15.34,2013-12-19 00:00:00
Kepler-389 c,8753896,636,1.6,3.83,14.512,29,143.817,0.019,,,0.785,5380,4.564,15.77,16.437,15.718,15.484,15.34,2013-12-19 00:00:00
Kepler-39 b,9478990,712,9.8,5.913,21.087,29.6,202.858,0.086,0.8,1.11,1.04,6225,4.45,14.327,14.742,14.279,14.149,14.076,2014-06-10 00:00:00
Kepler-390 b,5959719,790,0.84,2.525,6.738,15.7,133.332,0.01,1.6,0.844,0.75,5309,4.61,13.942,14.559,13.907,13.678,13.572,2013-12-19 00:00:00
Kepler-390 c,5959719,630.6,0.73,2.893,13.06,35,144.329,0.009,,,0.769,5168,4.566,13.942,14.559,13.907,13.678,13.572,2013-12-19 00:00:00
